xi,theta
1e-06,0.99999999999975
0.0004009999,0.9999999597997709
0.0008009998,0.99999983959984
0.0012009997,0.9999996393999792
0.0016009995999999999,0.9999993592002244
0.0020009995,0.9999989990006263
0.0024009994,0.9999985588012494
0.0028009993000000003,0.9999980386021733
0.0032009992000000004,0.9999974384034913
0.0036009991000000006,0.9999967582053116
0.004000999000000001,0.9999959980077567
0.0044009989000000005,0.9999951578109634
0.0048009988,0.9999942376150828
0.0052009987,0.9999932374202806
0.0056009986,0.9999921572267368
0.006000998499999999,0.999990997034646
0.006400998399999999,0.999989756844217
0.006800998299999999,0.9999884366556728
0.0072009981999999985,0.9999870364692514
0.007600998099999998,0.9999855562852045
0.008000997999999999,0.9999839961037986
0.008400997899999998,0.9999823559253147
0.008800997799999998,0.9999806357500479
0.009200997699999998,0.9999788355783078
0.009600997599999998,0.9999769554104184
0.010000997499999997,0.9999749952467183
0.010400997399999997,0.9999729550875601
0.010800997299999997,0.9999708349333113
0.011200997199999996,0.9999686347843533
0.011600997099999996,0.9999663546410822
0.012000996999999996,0.9999639945039084
0.012400996899999996,0.9999615543732566
0.012800996799999995,0.9999590342495662
0.013200996699999995,0.9999564341332907
0.013600996599999995,0.9999537540248982
0.014000996499999994,0.999950993924871
0.014400996399999994,0.9999481538337059
0.014800996299999994,0.9999452337519142
0.015200996199999994,0.9999422336800216
0.015600996099999993,0.9999391536185678
0.016000995999999993,0.9999359935681074
0.016400995899999993,0.9999327535292091
0.016800995799999992,0.999929433502456
0.017200995699999992,0.9999260334884458
0.017600995599999992,0.9999225534877905
0.01800099549999999,0.9999189935011163
0.01840099539999999,0.9999153535290642
0.01880099529999999,0.9999116335722893
0.01920099519999999,0.9999078336314611
0.01960099509999999,0.9999039537072635
0.02000099499999999,0.9998999938003948
0.02040099489999999,0.9998959539115679
0.02080099479999999,0.9998918340415099
0.02120099469999999,0.9998876341909623
0.02160099459999999,0.999883354360681
0.02200099449999999,0.9998789945514363
0.02240099439999999,0.9998745547640129
0.022800994299999988,0.9998700349992099
0.023200994199999988,0.9998654352578409
0.023600994099999988,0.9998607555407336
0.024000993999999987,0.9998559958487304
0.024400993899999987,0.9998511561826879
0.024800993799999987,0.9998462365434773
0.025200993699999986,0.9998412369319839
0.025600993599999986,0.9998361573491076
0.026000993499999986,0.9998309977957626
0.026400993399999986,0.9998257582728776
0.026800993299999985,0.9998204387813955
0.027200993199999985,0.9998150393222738
0.027600993099999985,0.9998095598964841
0.028000992999999984,0.9998040005050128
0.028400992899999984,0.9997983611488604
0.028800992799999984,0.9997926418290419
0.029200992699999984,0.9997868425465866
0.029600992599999983,0.9997809633025381
0.030000992499999983,0.9997750040979546
0.030400992399999983,0.9997689649339087
0.030800992299999982,0.9997628458114871
0.031200992199999982,0.9997566467317913
0.03160099209999998,0.9997503676959368
0.032000991999999985,0.9997440087050538
0.03240099189999999,0.9997375697602866
0.03280099179999999,0.999731050862794
0.033200991699999995,0.9997244520137494
0.0336009916,0.9997177732143402
0.0340009915,0.9997110144657684
0.034400991400000004,0.9997041757692503
0.03480099130000001,0.9996972571260168
0.03520099120000001,0.9996902585373129
0.035600991100000014,0.999683180004398
0.03600099100000002,0.9996760215285462
0.03640099090000002,0.9996687831110456
0.03680099080000002,0.999661464753199
0.037200990700000026,0.9996540664563232
0.03760099060000003,0.9996465882217498
0.03800099050000003,0.9996390300508244
0.038400990400000036,0.9996313919449074
0.03880099030000004,0.9996236739053731
0.03920099020000004,0.9996158759336106
0.039600990100000046,0.9996079980310231
0.04000099000000005,0.9996000401990283
0.04040098990000005,0.9995920024390581
0.040800989800000055,0.9995838847525591
0.04120098970000006,0.9995756871409921
0.04160098960000006,0.9995674096058322
0.042000989500000065,0.999559052148569
0.04240098940000007,0.9995506147707064
0.04280098930000007,0.9995420974737627
0.043200989200000074,0.9995335002592705
0.04360098910000008,0.9995248231287769
0.04400098900000008,0.9995160660838432
0.044400988900000084,0.9995072291260454
0.04480098880000009,0.9994983122569735
0.04520098870000009,0.9994893154782322
0.04560098860000009,0.9994802387914401
0.046000988500000096,0.9994710821982308
0.0464009884000001,0.9994618457002516
0.0468009883000001,0.9994525292991648
0.047200988200000106,0.9994431329966467
0.04760098810000011,0.9994336567943879
0.04800098800000011,0.9994241006940936
0.048400987900000116,0.9994144646974832
0.04880098780000012,0.9994047488062906
0.04920098770000012,0.999394953022264
0.049600987600000125,0.9993850773471659
0.05000098750000013,0.9993751217827732
0.05040098740000013,0.9993650863308774
0.050800987300000135,0.999354970993284
0.05120098720000014,0.999344775771813
0.05160098710000014,0.9993345006682989
0.052000987000000144,0.9993241456845903
0.05240098690000015,0.9993137108225503
0.05280098680000015,0.9993031960840564
0.053200986700000154,0.9992926014710004
0.05360098660000016,0.9992819269852885
0.05400098650000016,0.9992711726288412
0.05440098640000016,0.9992603384035935
0.054800986300000167,0.9992494243114945
0.05520098620000017,0.9992384303545079
0.05560098610000017,0.9992273565346116
0.056000986000000176,0.9992162028537979
0.05640098590000018,0.9992049693140734
0.05680098580000018,0.9991936559174593
0.057200985700000186,0.9991822626659909
0.05760098560000019,0.9991707895617178
0.05800098550000019,0.9991592366067041
0.058400985400000195,0.9991476038030284
0.0588009853000002,0.9991358911527832
0.0592009852000002,0.9991240986580759
0.059600985100000205,0.9991122263210279
0.06000098500000021,0.9991002741437749
0.06040098490000021,0.999088242128467
0.060800984800000214,0.9990761302772689
0.06120098470000022,0.9990639385923594
0.06160098460000022,0.9990516670759317
0.062000984500000224,0.9990393157301933
0.06240098440000023,0.9990268845573661
0.06280098430000022,0.9990143735596864
0.06320098420000023,0.9990017827394045
0.06360098410000023,0.9989891120987857
0.06400098400000023,0.998976361640109
0.06440098390000024,0.998963531365668
0.06480098380000024,0.9989506212777707
0.06520098370000024,0.9989376313787394
0.06560098360000025,0.9989245616709106
0.06600098350000025,0.9989114121566353
0.06640098340000025,0.9988981828382787
0.06680098330000026,0.9988848737182204
0.06720098320000026,0.9988714847988546
0.06760098310000026,0.9988580160825893
0.06800098300000026,0.9988444675718472
0.06840098290000027,0.9988308392690652
0.06880098280000027,0.9988171311766947
0.06920098270000027,0.9988033432972011
0.06960098260000028,0.9987894756330645
0.07000098250000028,0.9987755281867791
0.07040098240000028,0.9987615009608534
0.07080098230000029,0.9987473939578104
0.07120098220000029,0.9987332071801874
0.0716009821000003,0.9987189406305359
0.0720009820000003,0.9987045943114218
0.0724009819000003,0.9986901682254252
0.0728009818000003,0.9986756623751408
0.0732009817000003,0.9986610767631774
0.07360098160000031,0.998646411392158
0.07400098150000031,0.9986316662647203
0.07440098140000032,0.9986168413835161
0.07480098130000032,0.9986019367512116
0.07520098120000032,0.998586952370487
0.07560098110000033,0.9985718882440372
0.07600098100000033,0.9985567443745713
0.07640098090000033,0.9985415207648127
0.07680098080000033,0.9985262174174991
0.07720098070000034,0.9985108343353825
0.07760098060000034,0.9984953715212291
0.07800098050000034,0.9984798289778198
0.07840098040000035,0.9984642067079494
0.07880098030000035,0.9984485047144273
0.07920098020000035,0.9984327230000768
0.07960098010000036,0.998416861567736
0.08000098000000036,0.998400920420257
0.08040097990000036,0.9983848995605062
0.08080097980000037,0.9983687989913647
0.08120097970000037,0.9983526187157272
0.08160097960000037,0.9983363587365034
0.08200097950000038,0.9983200190566168
0.08240097940000038,0.9983035996790056
0.08280097930000038,0.998287100606622
0.08320097920000039,0.9982705218424325
0.08360097910000039,0.998253863389418
0.08400097900000039,0.9982371252505738
0.0844009789000004,0.9982203074289094
0.0848009788000004,0.9982034099274485
0.0852009787000004,0.9981864327492291
0.0856009786000004,0.9981693758973038
0.08600097850000041,0.9981522393747391
0.08640097840000041,0.9981350231846159
0.08680097830000041,0.9981177273300295
0.08720097820000042,0.9981003518140894
0.08760097810000042,0.9980828966399194
0.08800097800000042,0.9980653618106577
0.08840097790000043,0.9980477473294567
0.08880097780000043,0.9980300531994828
0.08920097770000043,0.9980122794239172
0.08960097760000044,0.9979944260059551
0.09000097750000044,0.997976492948806
0.09040097740000044,0.9979584802556936
0.09080097730000045,0.997940387929856
0.09120097720000045,0.9979222159745456
0.09160097710000045,0.997903964393029
0.09200097700000046,0.997885633188587
0.09240097690000046,0.997867222364515
0.09280097680000046,0.9978487319241223
0.09320097670000047,0.9978301618707326
0.09360097660000047,0.997811512207684
0.09400097650000047,0.9977927829383287
0.09440097640000047,0.9977739740660333
0.09480097630000048,0.9977550855941785
0.09520097620000048,0.9977361175261593
0.09560097610000048,0.9977170698653852
0.09600097600000049,0.9976979426152798
0.09640097590000049,0.9976787357792808
0.0968009758000005,0.9976594493608404
0.0972009757000005,0.9976400833634249
0.0976009756000005,0.9976206377905151
0.0980009755000005,0.9976011126456058
0.0984009754000005,0.9975815079322061
0.09880097530000051,0.9975618236538396
0.09920097520000051,0.9975420598140438
0.09960097510000052,0.9975222164163706
0.10000097500000052,0.9975022934643863
0.10040097490000052,0.9974822909616714
0.10080097480000053,0.9974622089118204
0.10120097470000053,0.9974420473184422
0.10160097460000053,0.9974218061851601
0.10200097450000054,0.9974014855156115
0.10240097440000054,0.9973810853134479
0.10280097430000054,0.9973606055823355
0.10320097420000054,0.9973400463259543
0.10360097410000055,0.9973194075479986
0.10400097400000055,0.9972986892521772
0.10440097390000055,0.9972778914422129
0.10480097380000056,0.9972570141218429
0.10520097370000056,0.9972360572948183
0.10560097360000056,0.997215020964905
0.10600097350000057,0.9971939051358827
0.10640097340000057,0.9971727098115454
0.10680097330000057,0.9971514349957014
0.10720097320000058,0.9971300806921732
0.10760097310000058,0.9971086469047977
0.10800097300000058,0.9970871336374257
0.10840097290000059,0.9970655408939225
0.10880097280000059,0.9970438686781675
0.10920097270000059,0.9970221169940543
0.1096009726000006,0.9970002858454908
0.1100009725000006,0.9969783752363991
0.1104009724000006,0.9969563851707155
0.1108009723000006,0.9969343156523905
0.11120097220000061,0.9969121666853891
0.11160097210000061,0.99688993827369
0.11200097200000061,0.9968676304212865
0.11240097190000062,0.9968452431321859
0.11280097180000062,0.99682277641041
0.11320097170000062,0.9968002302599943
0.11360097160000063,0.9967776046849891
0.11400097150000063,0.9967548996894586
0.11440097140000063,0.9967321152774812
0.11480097130000064,0.9967092514531496
0.11520097120000064,0.9966863082205706
0.11560097110000064,0.9966632855838653
0.11600097100000065,0.9966401835471689
0.11640097090000065,0.9966170021146309
0.11680097080000065,0.996593741290415
0.11720097070000066,0.996570401078699
0.11760097060000066,0.9965469814836749
0.11800097050000066,0.9965234825095491
0.11840097040000067,0.996499904160542
0.11880097030000067,0.9964762464408882
0.11920097020000067,0.9964525093548364
0.11960097010000068,0.9964286929066499
0.12000097000000068,0.9964047971006057
0.12040096990000068,0.9963808219409952
0.12080096980000068,0.996356767432124
0.12120096970000069,0.9963326335783118
0.12160096960000069,0.9963084203838927
0.1220009695000007,0.9962841278532146
0.1224009694000007,0.99625975599064
0.1228009693000007,0.9962353048005452
0.1232009692000007,0.9962107742873211
0.12360096910000071,0.9961861644553722
0.12400096900000071,0.9961614753091178
0.12440096890000071,0.9961367068529908
0.12480096880000072,0.9961118590914387
0.12520096870000072,0.9960869320289231
0.12560096860000072,0.9960619256699195
0.12600096850000073,0.9960368400189177
0.12640096840000073,0.9960116750804219
0.12680096830000073,0.9959864308589501
0.12720096820000074,0.9959611073590348
0.12760096810000074,0.9959357045852223
0.12800096800000074,0.9959102225420734
0.12840096790000075,0.9958846612341629
0.12880096780000075,0.9958590206660796
0.12920096770000075,0.9958333008424267
0.12960096760000075,0.9958075017678216
0.13000096750000076,0.9957816234468956
0.13040096740000076,0.9957556658842942
0.13080096730000076,0.9957296290846772
0.13120096720000077,0.9957035130527185
0.13160096710000077,0.9956773177931061
0.13200096700000077,0.9956510433105421
0.13240096690000078,0.9956246896097428
0.13280096680000078,0.9955982566954387
0.13320096670000078,0.9955717445723742
0.1336009666000008,0.9955451532453081
0.1340009665000008,0.9955184827190132
0.1344009664000008,0.9954917329982765
0.1348009663000008,0.9954649040878992
0.1352009662000008,0.9954379959926964
0.1356009661000008,0.9954110087174975
0.1360009660000008,0.9953839422671461
0.1364009659000008,0.9953567966464997
0.1368009658000008,0.99532957186043
0.13720096570000082,0.9953022679138229
0.13760096560000082,0.9952748848115784
0.13800096550000082,0.9952474225586107
0.13840096540000082,0.9952198811598478
0.13880096530000083,0.9951922606202322
0.13920096520000083,0.9951645609447204
0.13960096510000083,0.9951367821382828
0.14000096500000084,0.9951089242059042
0.14040096490000084,0.9950809871525833
0.14080096480000084,0.995052970983333
0.14120096470000085,0.9950248757031803
0.14160096460000085,0.9949967013171663
0.14200096450000085,0.9949684478303463
0.14240096440000086,0.9949401152477895
0.14280096430000086,0.9949117035745793
0.14320096420000086,0.9948832128158132
0.14360096410000087,0.9948546429766028
0.14400096400000087,0.9948259940620738
0.14440096390000087,0.9947972660773661
0.14480096380000088,0.9947684590276333
0.14520096370000088,0.9947395729180436
0.14560096360000088,0.994710607753779
0.14600096350000089,0.9946815635400355
0.1464009634000009,0.9946524402820234
0.1468009633000009,0.9946232379849671
0.1472009632000009,0.9945939566541049
0.1476009631000009,0.9945645962946892
0.1480009630000009,0.9945351569119866
0.1484009629000009,0.9945056385112777
0.1488009628000009,0.9944760410978571
0.1492009627000009,0.9944463646770337
0.14960096260000091,0.9944166092541303
0.15000096250000092,0.9943867748344838
0.15040096240000092,0.994356861423445
0.15080096230000092,0.9943268690263791
0.15120096220000093,0.9942967976486651
0.15160096210000093,0.9942666472956961
0.15200096200000093,0.9942364179728794
0.15240096190000094,0.9942061096856363
0.15280096180000094,0.994175722439402
