xi,theta
1e-06,0.9999999999998334
0.0003663749,0.9999999776282392
0.0007317498,0.9999999107570421
0.0010971247,0.9999997993862503
0.0014624996,0.9999996435158772
0.0018278745,0.9999994431459416
0.0021932493999999997,0.9999991982764674
0.0025586242999999995,0.9999989089074842
0.0029239991999999992,0.9999985750390267
0.003289374099999999,0.999998196671135
0.003654748999999999,0.9999977738038546
0.004020123899999999,0.9999973064372362
0.004385498799999998,0.9999967945713361
0.004750873699999998,0.9999962382062156
0.005116248599999998,0.9999956373419417
0.005481623499999998,0.9999949919785867
0.0058469983999999975,0.9999943021162279
0.006212373299999997,0.9999935677549483
0.006577748199999997,0.9999927888948361
0.006943123099999997,0.9999919655359849
0.007308497999999997,0.9999910976784937
0.007673872899999996,0.9999901853224666
0.008039247799999996,0.9999892284680134
0.008404622699999996,0.9999882271152489
0.008769997599999996,0.9999871812642935
0.009135372499999996,0.9999860909152729
0.009500747399999995,0.999984956068318
0.009866122299999995,0.9999837767235653
0.010231497199999995,0.9999825528811563
0.010596872099999995,0.9999812845412382
0.010962246999999994,0.9999799717039634
0.011327621899999994,0.9999786143694894
0.011692996799999994,0.9999772125379794
0.012058371699999994,0.9999757662096019
0.012423746599999994,0.9999742753845307
0.012789121499999993,0.9999727400629448
0.013154496399999993,0.9999711602450287
0.013519871299999993,0.9999695359309723
0.013885246199999993,0.9999678671209706
0.014250621099999992,0.9999661538152242
0.014615995999999992,0.9999643960139389
0.014981370899999992,0.999962593717326
0.015346745799999992,0.9999607469256019
0.01571212069999999,0.9999588556389886
0.01607749559999999,0.9999569198577132
0.01644287049999999,0.9999549395820083
0.01680824539999999,0.9999529148121119
0.01717362029999999,0.9999508455482673
0.01753899519999999,0.999948731790723
0.01790437009999999,0.9999465735397329
0.01826974499999999,0.9999443707955565
0.01863511989999999,0.9999421235584584
0.01900049479999999,0.9999398318287084
0.01936586969999999,0.999937495606582
0.01973124459999999,0.9999351148923599
0.02009661949999999,0.999932689686328
0.02046199439999999,0.9999302199887777
0.02082736929999999,0.9999277058000059
0.021192744199999988,0.9999251471203144
0.021558119099999988,0.9999225439500109
0.021923493999999988,0.9999198962894079
0.022288868899999988,0.9999172041388236
0.022654243799999987,0.9999144674985814
