# Time [s]: 3.40354
# Columns: pos_x [m], pos_y [m], vel_x [m/s], vel_y [m/s], acc_x [m/s^2], acc_y [m/s^2], mass [kg], dens [kg/m^3], pres [Pa], ene [J/kg], sml [m], id, neighbor, alpha, gradh, ...additional?
# Additional arrays: grad_velocity_0(vector) grad_pressure(vector) grad_velocity_1(vector) grad_density(vector) 
0.350074 0.0115347 -0.453833 -0.0928551 -4.00491 1.96326 0.0008 1.05592 2.67778 3.80485 0.0878477 0 34 1 0 -0.258358 0.410829 2.12378 -0.735205 0.084824 -0.599357 0.964282 -0.310662 
0.417076 0.957473 -0.410525 0.00798588 -0.707672 -2.9849 0.0008 1.08566 2.64921 3.66044 0.0866361 1 31 1 0 -0.0407887 -0.406309 0.781051 1.67988 -1.1046 -0.798999 0.033243 0.117345 
0.488234 0.918745 -0.423087 -0.103095 -7.09952 -0.250809 0.0008 1.11748 2.69425 3.61441 0.0853938 2 34 1 0 0.482334 -2.00811 4.08239 0.638742 1.55141 -1.2032 1.82932 -1.01726 
0.51223 0.940979 -0.384014 0.0568228 1.02036 0.372472 0.0008 1.10137 2.71394 3.69448 0.0860158 3 33 1 0 0.371068 -0.862961 -0.599906 0.279562 1.05555 -2.21249 -0.0125847 -1.1588 
0.494862 0.0978121 -0.415188 -0.048601 -1.92893 -4.74257 0.0008 1.12257 2.66036 3.55869 0.0851998 4 31 1 0 -1.28593 -0.179872 0.909967 2.90312 0.928597 0.512251 0.234386 2.27025 
0.824991 0.116391 -0.340277 -0.0668986 0.630397 0.348324 0.0008 1.18985 2.7088 3.41483 0.0827559 5 33 1 0 0.602406 2.0581 -0.850445 -0.165335 0.476625 -0.386548 0.54186 1.27412 
0.781235 0.0771068 -0.385144 -0.0200767 -2.8667 4.33051 0.0008 1.13687 2.77311 3.65628 0.0846623 6 32 1 0 0.3633 1.4761 1.38686 -2.46004 -0.152907 -1.61356 1.38805 -0.00735866 
0.740357 0.0874767 -0.429699 0.0356014 -3.09934 -3.99943 0.0008 1.11192 2.75577 3.71606 0.0856071 7 31 1 0 0.31522 2.0657 2.06366 1.90957 -0.767273 -1.0422 1.04411 1.9729 
0.628558 0.0501616 -0.556619 0.0575149 -0.32676 -4.25536 0.0008 1.06503 2.73556 3.85173 0.0874709 8 32 1 0 0.929096 0.791148 -0.124612 1.88983 -0.0711801 -0.828615 0.184188 1.34829 
0.730193 0.00280811 -0.540569 0.0609764 0.943618 -0.686648 0.0008 1.07338 2.71264 3.79395 0.0871302 9 33 1 0 0.834273 0.309415 -0.8423 0.149695 0.617943 -0.492734 -0.0414226 -0.118676 
0.842133 0.908006 -0.328261 0.012133 -3.52557 -1.65478 0.0008 1.10541 2.69123 3.65399 0.0858586 10 32 1 0 0.922549 -1.49108 1.45482 1.29671 -2.01442 -0.391856 0.406722 -0.704908 
0.790019 0.934266 -0.452709 0.0108629 -1.37613 -0.544893 0.0008 1.12766 2.82141 3.74885 0.0850072 11 29 1 0 -0.960921 -0.0130238 0.950196 0.055743 -0.925547 0.674043 -0.24649 -0.792736 
0.9428 0.944149 -0.438021 0.109719 -3.80576 -6.96774 0.0008 1.07836 2.6847 3.73458 0.0869286 12 31 1 0 0.812958 -0.453114 2.49772 4.48106 -0.277407 -1.31889 0.801408 0.745283 
0.921595 0.961742 -0.433379 0.0106092 -1.10818 0.80777 0.0008 1.07749 2.69445 3.74979 0.0869639 13 33 1 0 0.65226 -0.383051 1.09662 -0.132698 1.60577 -0.333669 0.169625 -0.253951 
0.988137 0.00787682 -0.529751 0.120267 1.28002 2.37084 0.0008 1.04759 2.65525 3.80495 0.0881961 14 31 1 0 0.287107 -0.988234 -0.782219 -1.38404 0.798522 0.140337 -0.658279 -0.044609 
0.917151 0.037829 -0.327956 -0.0221738 -2.65239 -0.309575 0.0008 1.13296 2.71795 3.59614 0.0848081 15 32 1 0 -0.568558 1.87683 1.80536 0.0134423 -1.56566 -0.875395 0.38904 1.35512 
0.961045 0.0298137 -0.404028 0.0686908 6.86023 4.10849 0.0008 1.09026 2.68465 3.6944 0.0864532 16 31 1 0 -0.266434 0.811309 -3.86066 -2.39259 0.0336643 -0.50965 -1.95644 0.236145 
0.102312 0.987558 -0.474495 -0.0906928 5.25562 -4.19748 0.0008 1.01908 2.58955 3.81485 0.0894216 17 33 1 0 -0.671162 -0.17208 -3.1051 2.01347 -0.724823 -0.548925 -0.940463 0.787962 
0.016737 0.0466394 -0.375755 0.0759198 5.20784 5.29956 0.0008 1.074 2.66745 3.72728 0.0871049 18 32 1 0 0.0249423 0.576537 -2.52819 -3.0926 0.791865 -0.520911 -1.41091 0.184985 
0.155073 0.976565 -0.348439 -0.0605517 -0.0514453 -3.6155 0.0008 1.04033 2.67215 3.85352 0.0885033 19 32 1 0 0.453885 -0.263266 0.572227 1.58352 0.277988 -0.389995 0.0109052 0.528119 
0.281354 0.105525 -0.414957 0.031823 -6.26936 -3.6438 0.0008 1.12801 2.64273 3.51776 0.0849942 20 33 1 0 0.305682 0.40338 3.87369 1.64695 1.43164 -2.45878 1.22066 3.25888 
0.321881 0.0498736 -0.59329 -0.0666987 0.379606 0.904405 0.0008 1.07176 2.69215 3.76663 0.0871959 21 32 1 0 -0.82598 1.25778 -0.105585 -0.0535329 -1.59458 0.461611 0.119496 0.426614 
0.271098 0.0823516 -0.347634 0.027522 3.44639 2.33161 0.0008 1.07936 2.65083 3.68609 0.0868885 22 34 1 0 0.65975 0.135687 -1.06234 -1.74724 2.60499 -1.19306 -0.869962 1.20418 
0.289185 0.966297 -0.553255 -0.0590808 -0.343968 -2.78617 0.0008 1.07445 2.69497 3.76075 0.0870868 23 31 1 0 1.03939 -0.925438 0.260127 2.32858 0.16189 -1.14798 0.202723 -0.0188112 
0.367229 0.999005 -0.495443 -0.0848585 1.43499 -4.27643 0.0008 1.06239 2.69189 3.79947 0.0875797 24 33 1 0 0.411547 0.222332 -0.897413 2.7098 -0.104597 -1.2003 -0.0726545 0.681714 
0.449146 0.0145631 -0.508644 -0.0041949 0.519235 4.55428 0.0008 1.0812 2.68842 3.73024 0.0868145 25 33 1 0 -0.0506007 0.209593 0.0859105 -2.69835 -1.75228 -0.234219 -0.102234 -0.7116 
0.452534 0.991859 -0.452732 -0.0918628 -2.72411 -1.76256 0.0008 1.08671 2.74168 3.78137 0.086594 26 33 1 0 0.0905219 -0.545085 1.72754 1.02345 -1.7338 0.0964258 0.59185 0.282505 
0.483426 0.0174093 -0.512831 -0.158765 1.40645 5.89568 0.0008 1.0902 2.73359 3.75939 0.0864554 27 32 1 0 0.772545 -0.327124 -0.720249 -3.39386 -0.0595262 -0.920698 -0.472197 -0.99619 
0.529419 0.996416 -0.510903 -0.00166718 1.17176 1.48364 0.0008 1.06373 2.66659 3.76176 0.0875243 28 33 1 0 -0.454285 0.914476 -1.02775 -0.642236 1.15017 -0.0316928 -0.27336 -0.601327 
0.58758 0.0980244 -0.481788 0.0940242 3.04337 -2.02853 0.0008 1.12676 2.72711 3.62601 0.0850411 29 29 1 0 0.189966 4.72215 -2.29781 1.38008 0.378462 0.281686 -0.568976 1.72431 
0.86071 0.188077 -0.120234 -0.0336608 1.99096 -4.76773 0.0008 1.32373 2.7243 3.08512 0.0784595 30 29 1 0 1.78427 2.42733 -1.4073 2.72275 0.987946 -1.12392 -0.473704 2.94516 
0.873127 0.0974161 -0.394786 0.00127692 -6.2558 -0.742328 0.0008 1.19048 2.64968 3.33875 0.082734 31 30 1 0 -0.679317 2.71821 3.68293 0.577648 0.152277 0.620017 2.13865 1.39342 
0.722004 0.102628 -0.423024 0.0940959 -3.65101 1.14512 0.0008 1.11119 2.69565 3.64085 0.0856349 32 34 1 0 0.757868 3.34212 2.49358 -0.827102 -0.217773 -1.29548 1.01923 1.17899 
0.826033 0.926568 -0.476035 0.0132357 0.0597405 0.301933 0.0008 1.07258 2.69807 3.77313 0.0871626 33 30 1 0 0.763945 -1.51713 -0.785204 -0.0568074 -0.494117 -0.423929 -0.289852 -0.904697 
0.913095 0.890119 -0.432139 0.06962 -5.47503 0.0140643 0.0008 1.11351 2.61152 3.5187 0.0855459 34 32 1 0 1.69477 -2.71242 2.78223 0.233424 2.40504 -0.887947 1.52568 -1.11088 
0.913556 0.935115 -0.471917 -0.0481997 5.3809 -6.25627 0.0008 1.06093 2.6326 3.72276 0.0876397 35 30 1 0 -0.24805 -0.760602 -2.79335 3.77392 2.25875 -0.00670068 -0.832048 0.67879 
0.018304 0.0013812 -0.399121 -0.107213 -0.0448215 1.97315 0.0008 1.05451 2.70282 3.84444 0.087906 36 31 1 0 -0.595209 -1.17532 0.0649532 -1.08511 -0.678487 0.838954 -0.305295 -0.179669 
0.855391 0.965112 -0.480402 0.0168598 -0.026651 -7.98937 0.0008 1.06842 2.68878 3.77275 0.0873322 37 31 1 0 0.00223517 -0.0214639 -0.115073 4.08094 -0.39417 1.17688 0.015618 1.59926 
