OpenMP is enabled.
Number of threads = 8
app_name: lane_emden
G = 0.00043
Using algorithm: GSPH
Particle id: 0 | n_neighbor: 20 | dens_i: 3.77892 | updated sml: 0.78221 | v_sig_max: 0.326353
Particle id: 100 | n_neighbor: 26 | dens_i: 21.3399 | updated sml: 0.439253 | v_sig_max: 0.679739
Particle id: 3700 | n_neighbor: 27 | dens_i: 52.6529 | updated sml: 0.325066 | v_sig_max: 0.849576
Particle id: 2150 | n_neighbor: 27 | dens_i: 48.2149 | updated sml: 0.334749 | v_sig_max: 0.787839
Particle id: 650 | n_neighbor: 28 | dens_i: 9.72006 | updated sml: 0.570895 | v_sig_max: 0.491026
Particle id: 1700 | n_neighbor: 28 | dens_i: 17.1387 | updated sml: 0.472556 | v_sig_max: 0.652516
Particle id: 2700 | n_neighbor: 27 | dens_i: 42.782 | updated sml: 0.348358 | v_sig_max: 0.761993
Particle id: 1200 | n_neighbor: 31 | dens_i: 8.1105 | updated sml: 0.606406 | v_sig_max: 0.524323
Particle id: 700 | n_neighbor: 30 | dens_i: 18.362 | updated sml: 0.46182 | v_sig_max: 0.594614
Particle id: 1750 | n_neighbor: 26 | dens_i: 34.5725 | updated sml: 0.373998 | v_sig_max: 0.728825
Particle id: 3300 | n_neighbor: 31 | dens_i: 18.4686 | updated sml: 0.460932 | v_sig_max: 0.594136
Particle id: 2200 | n_neighbor: 28 | dens_i: 73.7827 | updated sml: 0.290488 | v_sig_max: 0.944352
Particle id: 1250 | n_neighbor: 27 | dens_i: 48.9873 | updated sml: 0.33298 | v_sig_max: 0.785474
Particle id: 750 | n_neighbor: 26 | dens_i: 26.5393 | updated sml: 0.408462 | v_sig_max: 0.670309
Particle id: 1800 | n_neighbor: 36 | dens_i: 9.32556 | updated sml: 0.578834 | v_sig_max: 0.767981
Particle id: 1300 | n_neighbor: 27 | dens_i: 28.2962 | updated sml: 0.399825 | v_sig_max: 0.686054
Particle id: 3350 | n_neighbor: 27 | dens_i: 23.6466 | updated sml: 0.424479 | v_sig_max: 0.644033
Particle id: 2750 | n_neighbor: 28 | dens_i: 6.02666 | updated sml: 0.669505 | v_sig_max: 0.466382
Particle id: 3750 | n_neighbor: 27 | dens_i: 23.6466 | updated sml: 0.424479 | v_sig_max: 0.644033
Particle id: 3400 | n_neighbor: 25 | dens_i: 29.0464 | updated sml: 0.396352 | v_sig_max: 0.683352
Particle id: 2800 | n_neighbor: 25 | dens_i: 57.2154 | updated sml: 0.316185 | v_sig_max: 0.77355
Particle id: 1850 | n_neighbor: 25 | dens_i: 58.9841 | updated sml: 0.312993 | v_sig_max: 0.804594
Particle id: 3800 | n_neighbor: 25 | dens_i: 19.9428 | updated sml: 0.449281 | v_sig_max: 0.588565
Particle id: 800 | n_neighbor: 25 | dens_i: 21.5804 | updated sml: 0.437617 | v_sig_max: 0.651466
Particle id: 150 | n_neighbor: 31 | dens_i: 8.9528 | updated sml: 0.586759 | v_sig_max: 0.458318
Particle id: 2250 | n_neighbor: 33 | dens_i: 13.759 | updated sml: 0.508453 | v_sig_max: 0.81344
Particle id: 3850 | n_neighbor: 27 | dens_i: 42.782 | updated sml: 0.348358 | v_sig_max: 0.761993
Particle id: 2850 | n_neighbor: 27 | dens_i: 45.8864 | updated sml: 0.340318 | v_sig_max: 0.809613
Particle id: 1350 | n_neighbor: 25 | dens_i: 68.8093 | updated sml: 0.297324 | v_sig_max: 0.853872
Particle id: 3450 | n_neighbor: 26 | dens_i: 61.9081 | updated sml: 0.307985 | v_sig_max: 0.903864
Particle id: 850 | n_neighbor: 25 | dens_i: 29.9503 | updated sml: 0.392324 | v_sig_max: 0.673182
Particle id: 2900 | n_neighbor: 25 | dens_i: 57.2154 | updated sml: 0.316185 | v_sig_max: 0.77355
Particle id: 200 | n_neighbor: 27 | dens_i: 27.5294 | updated sml: 0.403503 | v_sig_max: 0.676297
Particle id: 3500 | n_neighbor: 25 | dens_i: 48.2135 | updated sml: 0.334752 | v_sig_max: 0.807837
Particle id: 900 | n_neighbor: 25 | dens_i: 21.5804 | updated sml: 0.437617 | v_sig_max: 0.651466
Particle id: 1900 | n_neighbor: 25 | dens_i: 64.2505 | updated sml: 0.304196 | v_sig_max: 0.802973
Particle id: 3900 | n_neighbor: 26 | dens_i: 32.1818 | updated sml: 0.383039 | v_sig_max: 0.729361
Particle id: 1400 | n_neighbor: 23 | dens_i: 42.4391 | updated sml: 0.349293 | v_sig_max: 0.723843
Particle id: 250 | n_neighbor: 27 | dens_i: 3.24183 | updated sml: 0.82322 | v_sig_max: 0.352742
Particle id: 2300 | n_neighbor: 27 | dens_i: 88.8424 | updated sml: 0.273048 | v_sig_max: 0.90083
Particle id: 950 | n_neighbor: 27 | dens_i: 29.219 | updated sml: 0.395571 | v_sig_max: 0.689261
Particle id: 1450 | n_neighbor: 26 | dens_i: 21.8055 | updated sml: 0.436104 | v_sig_max: 0.639711
Particle id: 300 | n_neighbor: 26 | dens_i: 32.1818 | updated sml: 0.383039 | v_sig_max: 0.729361
Particle id: 2350 | n_neighbor: 25 | dens_i: 31.0046 | updated sml: 0.387826 | v_sig_max: 0.710179
Particle id: 1950 | n_neighbor: 27 | dens_i: 48.2149 | updated sml: 0.334749 | v_sig_max: 0.787839
Particle id: 1000 | n_neighbor: 23 | dens_i: 42.4391 | updated sml: 0.349293 | v_sig_max: 0.723843
Particle id: 3550 | n_neighbor: 33 | dens_i: 11.8452 | updated sml: 0.534481 | v_sig_max: 0.510774
Particle id: 3950 | n_neighbor: 25 | dens_i: 19.9428 | updated sml: 0.449281 | v_sig_max: 0.588565
Particle id: 1500 | n_neighbor: 26 | dens_i: 22.9941 | updated sml: 0.428457 | v_sig_max: 0.665221
Particle id: 2400 | n_neighbor: 25 | dens_i: 21.5804 | updated sml: 0.437617 | v_sig_max: 0.651466
Particle id: 2950 | n_neighbor: 25 | dens_i: 57.4267 | updated sml: 0.315797 | v_sig_max: 0.810964
Particle id: 350 | n_neighbor: 43 | dens_i: 2.75725 | updated sml: 0.868868 | v_sig_max: 0.554429
Particle id: 2000 | n_neighbor: 25 | dens_i: 64.2505 | updated sml: 0.304196 | v_sig_max: 0.802973
Particle id: 2450 | n_neighbor: 28 | dens_i: 33.3056 | updated sml: 0.378681 | v_sig_max: 0.689221
Particle id: 3000 | n_neighbor: 25 | dens_i: 31.9535 | updated sml: 0.383948 | v_sig_max: 0.668176
Particle id: 400 | n_neighbor: 26 | dens_i: 35.9937 | updated sml: 0.369009 | v_sig_max: 0.735584
Particle id: 4000 | n_neighbor: 27 | dens_i: 28.2962 | updated sml: 0.399825 | v_sig_max: 0.686054
Particle id: 2050 | n_neighbor: 29 | dens_i: 13.4059 | updated sml: 0.512879 | v_sig_max: 0.559926
Particle id: 3050 | n_neighbor: 27 | dens_i: 27.5294 | updated sml: 0.403503 | v_sig_max: 0.676297
Particle id: 450 | n_neighbor: 27 | dens_i: 16.2986 | updated sml: 0.480541 | v_sig_max: 0.560427
Particle id: 3600 | n_neighbor: 30 | dens_i: 18.362 | updated sml: 0.46182 | v_sig_max: 0.594614
Particle id: 4050 | n_neighbor: 26 | dens_i: 23.2519 | updated sml: 0.426869 | v_sig_max: 0.634325
Particle id: 2100 | n_neighbor: 26 | dens_i: 27.5348 | updated sml: 0.403477 | v_sig_max: 0.717354
Particle id: 3100 | n_neighbor: 28 | dens_i: 17.1888 | updated sml: 0.472097 | v_sig_max: 0.586108
Particle id: 500 | n_neighbor: 28 | dens_i: 6.02666 | updated sml: 0.669505 | v_sig_max: 0.466382
Particle id: 1050 | n_neighbor: 27 | dens_i: 15.0049 | updated sml: 0.493971 | v_sig_max: 0.615169
Particle id: 3650 | n_neighbor: 24 | dens_i: 52.5282 | updated sml: 0.325323 | v_sig_max: 0.803657
Particle id: 1550 | n_neighbor: 26 | dens_i: 41.8072 | updated sml: 0.351044 | v_sig_max: 0.748404
Particle id: 4100 | n_neighbor: 28 | dens_i: 6.02666 | updated sml: 0.669505 | v_sig_max: 0.466382
Particle id: 3150 | n_neighbor: 25 | dens_i: 55.4534 | updated sml: 0.319499 | v_sig_max: 0.806326
Particle id: 2500 | n_neighbor: 26 | dens_i: 34.5725 | updated sml: 0.373998 | v_sig_max: 0.728825
Particle id: 4150 | n_neighbor: 26 | dens_i: 21.3399 | updated sml: 0.439253 | v_sig_max: 0.679739
Particle id: 2550 | n_neighbor: 26 | dens_i: 71.5733 | updated sml: 0.293446 | v_sig_max: 0.873138
Particle id: 4200 | n_neighbor: 35 | dens_i: 6.57688 | updated sml: 0.650288 | v_sig_max: 0.705354
Particle id: 2600 | n_neighbor: 25 | dens_i: 23.3624 | updated sml: 0.426194 | v_sig_max: 0.698363
loop: 31, time: 3.69592, dt: 0.0930266, num: 4224
Particle id: 0 | n_neighbor: 29 | dens_i: 2.43177 | updated sml: 0.906022 | v_sig_max: 0.51231
Particle id: 3700 | n_neighbor: 27 | dens_i: 53.333 | updated sml: 0.323678 | v_sig_max: 0.850427
Particle id: 550 | n_neighbor: 25 | dens_i: 32.5736 | updated sml: 0.381496 | v_sig_max: 0.670543
Particle id: 2650 | n_neighbor: 25 | dens_i: 72.0806 | updated sml: 0.292756 | v_sig_max: 0.86804
Particle id: 2150 | n_neighbor: 27 | dens_i: 48.8343 | updated sml: 0.333327 | v_sig_max: 0.787912
Particle id: 50 | n_neighbor: 26 | dens_i: 21.7129 | updated sml: 0.436723 | v_sig_max: 0.686412
Particle id: 3750 | n_neighbor: 27 | dens_i: 23.8709 | updated sml: 0.423145 | v_sig_max: 0.646541
Particle id: 1600 | n_neighbor: 29 | dens_i: 17.3768 | updated sml: 0.470388 | v_sig_max: 0.639615
Particle id: 600 | n_neighbor: 27 | dens_i: 29.5175 | updated sml: 0.394233 | v_sig_max: 0.691727
Particle id: 1100 | n_neighbor: 24 | dens_i: 35.0717 | updated sml: 0.372215 | v_sig_max: 0.719838
Particle id: 2700 | n_neighbor: 27 | dens_i: 43.2402 | updated sml: 0.347123 | v_sig_max: 0.761976
Particle id: 2200 | n_neighbor: 28 | dens_i: 75.9676 | updated sml: 0.287676 | v_sig_max: 0.946569
Particle id: 100 | n_neighbor: 26 | dens_i: 21.7129 | updated sml: 0.436723 | v_sig_max: 0.686412
Particle id: 3800 | n_neighbor: 25 | dens_i: 20.0196 | updated sml: 0.448706 | v_sig_max: 0.582402
Particle id: 1150 | n_neighbor: 27 | dens_i: 23.8709 | updated sml: 0.423145 | v_sig_max: 0.646541
Particle id: 650 | n_neighbor: 28 | dens_i: 9.71587 | updated sml: 0.570977 | v_sig_max: 0.489929
Particle id: 150 | n_neighbor: 31 | dens_i: 8.95743 | updated sml: 0.586658 | v_sig_max: 0.459384
Particle id: 3850 | n_neighbor: 27 | dens_i: 43.2402 | updated sml: 0.347123 | v_sig_max: 0.761976
Particle id: 2750 | n_neighbor: 28 | dens_i: 6.01644 | updated sml: 0.669884 | v_sig_max: 0.4564
Particle id: 1200 | n_neighbor: 31 | dens_i: 8.12156 | updated sml: 0.60613 | v_sig_max: 0.518426
Particle id: 3200 | n_neighbor: 25 | dens_i: 72.0806 | updated sml: 0.292756 | v_sig_max: 0.86804
Particle id: 700 | n_neighbor: 30 | dens_i: 18.515 | updated sml: 0.460544 | v_sig_max: 0.598078
Particle id: 2250 | n_neighbor: 33 | dens_i: 14.2975 | updated sml: 0.501987 | v_sig_max: 0.779781
Particle id: 1250 | n_neighbor: 27 | dens_i: 49.6222 | updated sml: 0.331554 | v_sig_max: 0.778539
Particle id: 2800 | n_neighbor: 25 | dens_i: 58.3823 | updated sml: 0.314064 | v_sig_max: 0.777536
Particle id: 3250 | n_neighbor: 23 | dens_i: 36.7017 | updated sml: 0.366621 | v_sig_max: 0.691109
Particle id: 2300 | n_neighbor: 27 | dens_i: 92.904 | updated sml: 0.26901 | v_sig_max: 0.917624
Particle id: 200 | n_neighbor: 28 | dens_i: 27.7454 | updated sml: 0.402453 | v_sig_max: 0.676006
Particle id: 3900 | n_neighbor: 26 | dens_i: 32.45 | updated sml: 0.38198 | v_sig_max: 0.723735
Particle id: 750 | n_neighbor: 26 | dens_i: 26.6837 | updated sml: 0.407724 | v_sig_max: 0.663646
Particle id: 2850 | n_neighbor: 26 | dens_i: 46.5208 | updated sml: 0.338764 | v_sig_max: 0.803354
Particle id: 1650 | n_neighbor: 26 | dens_i: 84.9291 | updated sml: 0.277179 | v_sig_max: 0.916929
Particle id: 3950 | n_neighbor: 25 | dens_i: 20.0196 | updated sml: 0.448706 | v_sig_max: 0.582402
Particle id: 250 | n_neighbor: 27 | dens_i: 3.23941 | updated sml: 0.823425 | v_sig_max: 0.344942
Particle id: 3300 | n_neighbor: 31 | dens_i: 18.5831 | updated sml: 0.459981 | v_sig_max: 0.592206
Particle id: 2900 | n_neighbor: 25 | dens_i: 58.3823 | updated sml: 0.314064 | v_sig_max: 0.777536
Particle id: 1300 | n_neighbor: 27 | dens_i: 28.5896 | updated sml: 0.398453 | v_sig_max: 0.686638
Particle id: 4000 | n_neighbor: 27 | dens_i: 28.5896 | updated sml: 0.398453 | v_sig_max: 0.686638
Particle id: 2350 | n_neighbor: 25 | dens_i: 31.2782 | updated sml: 0.386692 | v_sig_max: 0.701756
Particle id: 3350 | n_neighbor: 27 | dens_i: 23.8709 | updated sml: 0.423145 | v_sig_max: 0.646541
Particle id: 2950 | n_neighbor: 27 | dens_i: 58.3947 | updated sml: 0.314042 | v_sig_max: 0.810954
Particle id: 800 | n_neighbor: 25 | dens_i: 21.6787 | updated sml: 0.436954 | v_sig_max: 0.647328
Particle id: 4050 | n_neighbor: 26 | dens_i: 23.3683 | updated sml: 0.426159 | v_sig_max: 0.629582
Particle id: 2400 | n_neighbor: 25 | dens_i: 21.6787 | updated sml: 0.436954 | v_sig_max: 0.647328
Particle id: 3000 | n_neighbor: 27 | dens_i: 32.1962 | updated sml: 0.382982 | v_sig_max: 0.707665
Particle id: 300 | n_neighbor: 26 | dens_i: 32.45 | updated sml: 0.38198 | v_sig_max: 0.723735
Particle id: 850 | n_neighbor: 24 | dens_i: 30.2843 | updated sml: 0.390877 | v_sig_max: 0.675649
Particle id: 1350 | n_neighbor: 25 | dens_i: 70.4377 | updated sml: 0.295015 | v_sig_max: 0.865055
Particle id: 1700 | n_neighbor: 29 | dens_i: 17.3768 | updated sml: 0.470388 | v_sig_max: 0.639615
Particle id: 3400 | n_neighbor: 25 | dens_i: 29.3219 | updated sml: 0.395107 | v_sig_max: 0.682862
Particle id: 350 | n_neighbor: 43 | dens_i: 2.77736 | updated sml: 0.866766 | v_sig_max: 0.536132
Particle id: 2450 | n_neighbor: 28 | dens_i: 33.8024 | updated sml: 0.376817 | v_sig_max: 0.695222
Particle id: 3050 | n_neighbor: 28 | dens_i: 27.7454 | updated sml: 0.402453 | v_sig_max: 0.676006
Particle id: 1750 | n_neighbor: 25 | dens_i: 34.9467 | updated sml: 0.372658 | v_sig_max: 0.723737
Particle id: 400 | n_neighbor: 27 | dens_i: 36.3773 | updated sml: 0.367707 | v_sig_max: 0.730956
Particle id: 1400 | n_neighbor: 23 | dens_i: 42.9239 | updated sml: 0.347974 | v_sig_max: 0.724605
Particle id: 2500 | n_neighbor: 25 | dens_i: 34.9467 | updated sml: 0.372658 | v_sig_max: 0.723737
Particle id: 1800 | n_neighbor: 36 | dens_i: 9.6231 | updated sml: 0.572806 | v_sig_max: 0.744922
Particle id: 3100 | n_neighbor: 29 | dens_i: 17.2881 | updated sml: 0.471193 | v_sig_max: 0.588207
Particle id: 450 | n_neighbor: 27 | dens_i: 16.3696 | updated sml: 0.479845 | v_sig_max: 0.558655
Particle id: 1450 | n_neighbor: 27 | dens_i: 21.9477 | updated sml: 0.43516 | v_sig_max: 0.639155
Particle id: 2550 | n_neighbor: 26 | dens_i: 73.3409 | updated sml: 0.29107 | v_sig_max: 0.873671
Particle id: 1850 | n_neighbor: 25 | dens_i: 59.8389 | updated sml: 0.311495 | v_sig_max: 0.795373
Particle id: 4100 | n_neighbor: 28 | dens_i: 6.01644 | updated sml: 0.669884 | v_sig_max: 0.4564
Particle id: 900 | n_neighbor: 25 | dens_i: 21.6787 | updated sml: 0.436954 | v_sig_max: 0.647328
Particle id: 500 | n_neighbor: 28 | dens_i: 6.01644 | updated sml: 0.669884 | v_sig_max: 0.4564
Particle id: 1500 | n_neighbor: 25 | dens_i: 23.3506 | updated sml: 0.426265 | v_sig_max: 0.669467
Particle id: 2600 | n_neighbor: 25 | dens_i: 23.8945 | updated sml: 0.423006 | v_sig_max: 0.714382
Particle id: 3150 | n_neighbor: 25 | dens_i: 56.3897 | updated sml: 0.317721 | v_sig_max: 0.812737
Particle id: 3450 | n_neighbor: 26 | dens_i: 63.0714 | updated sml: 0.30608 | v_sig_max: 0.902764
Particle id: 950 | n_neighbor: 27 | dens_i: 29.5175 | updated sml: 0.394233 | v_sig_max: 0.691727
Particle id: 1550 | n_neighbor: 25 | dens_i: 42.4058 | updated sml: 0.349385 | v_sig_max: 0.749606
Particle id: 4150 | n_neighbor: 26 | dens_i: 21.7129 | updated sml: 0.436723 | v_sig_max: 0.686412
Particle id: 3500 | n_neighbor: 26 | dens_i: 48.9557 | updated sml: 0.333051 | v_sig_max: 0.809089
Particle id: 1000 | n_neighbor: 23 | dens_i: 42.9239 | updated sml: 0.347974 | v_sig_max: 0.724605
Particle id: 1900 | n_neighbor: 25 | dens_i: 65.5763 | updated sml: 0.302132 | v_sig_max: 0.807182
Particle id: 4200 | n_neighbor: 35 | dens_i: 6.75822 | updated sml: 0.644419 | v_sig_max: 0.690444
Particle id: 3550 | n_neighbor: 33 | dens_i: 11.8712 | updated sml: 0.53409 | v_sig_max: 0.513664
Particle id: 1050 | n_neighbor: 27 | dens_i: 15.1014 | updated sml: 0.492916 | v_sig_max: 0.614922
Particle id: 1950 | n_neighbor: 27 | dens_i: 48.8343 | updated sml: 0.333327 | v_sig_max: 0.787912
Particle id: 3600 | n_neighbor: 30 | dens_i: 18.515 | updated sml: 0.460544 | v_sig_max: 0.598078
Particle id: 2000 | n_neighbor: 25 | dens_i: 65.5763 | updated sml: 0.302132 | v_sig_max: 0.807182
Particle id: 3650 | n_neighbor: 25 | dens_i: 53.3741 | updated sml: 0.323595 | v_sig_max: 0.849079
Particle id: 2050 | n_neighbor: 28 | dens_i: 13.4546 | updated sml: 0.512259 | v_sig_max: 0.554177
Particle id: 2100 | n_neighbor: 26 | dens_i: 28.2243 | updated sml: 0.400164 | v_sig_max: 0.726089
loop: 32, time: 3.7861, dt: 0.0901848, num: 4224
Particle id: 0 | n_neighbor: 29 | dens_i: 2.43009 | updated sml: 0.906229 | v_sig_max: 0.51443
Particle id: 3700 | n_neighbor: 28 | dens_i: 54.0389 | updated sml: 0.322263 | v_sig_max: 0.850426
Particle id: 1600 | n_neighbor: 29 | dens_i: 17.6211 | updated sml: 0.468204 | v_sig_max: 0.647693
Particle id: 550 | n_neighbor: 25 | dens_i: 32.8987 | updated sml: 0.380236 | v_sig_max: 0.666835
Particle id: 2150 | n_neighbor: 27 | dens_i: 49.5259 | updated sml: 0.331768 | v_sig_max: 0.789901
Particle id: 1100 | n_neighbor: 24 | dens_i: 35.4218 | updated sml: 0.370984 | v_sig_max: 0.719407
Particle id: 50 | n_neighbor: 26 | dens_i: 22.092 | updated sml: 0.434211 | v_sig_max: 0.691847
Particle id: 3750 | n_neighbor: 27 | dens_i: 24.0909 | updated sml: 0.421853 | v_sig_max: 0.648377
Particle id: 1650 | n_neighbor: 26 | dens_i: 88.2574 | updated sml: 0.27365 | v_sig_max: 0.926755
Particle id: 600 | n_neighbor: 27 | dens_i: 29.8131 | updated sml: 0.392925 | v_sig_max: 0.693502
Particle id: 2200 | n_neighbor: 28 | dens_i: 78.177 | updated sml: 0.28494 | v_sig_max: 0.94475
Particle id: 1150 | n_neighbor: 27 | dens_i: 24.0909 | updated sml: 0.421853 | v_sig_max: 0.648377
Particle id: 3800 | n_neighbor: 26 | dens_i: 20.087 | updated sml: 0.448203 | v_sig_max: 0.58285
Particle id: 2650 | n_neighbor: 25 | dens_i: 73.9087 | updated sml: 0.290322 | v_sig_max: 0.875781
Particle id: 100 | n_neighbor: 26 | dens_i: 22.092 | updated sml: 0.434211 | v_sig_max: 0.691847
Particle id: 650 | n_neighbor: 28 | dens_i: 9.71177 | updated sml: 0.571057 | v_sig_max: 0.489052
Particle id: 3200 | n_neighbor: 25 | dens_i: 73.9087 | updated sml: 0.290322 | v_sig_max: 0.875781
Particle id: 150 | n_neighbor: 31 | dens_i: 8.95817 | updated sml: 0.586642 | v_sig_max: 0.460365
Particle id: 2250 | n_neighbor: 33 | dens_i: 14.7601 | updated sml: 0.496687 | v_sig_max: 0.745049
Particle id: 2700 | n_neighbor: 28 | dens_i: 43.7443 | updated sml: 0.345784 | v_sig_max: 0.763288
Particle id: 1200 | n_neighbor: 32 | dens_i: 8.12761 | updated sml: 0.60598 | v_sig_max: 0.512031
Particle id: 700 | n_neighbor: 30 | dens_i: 18.6675 | updated sml: 0.459286 | v_sig_max: 0.60087
Particle id: 1700 | n_neighbor: 29 | dens_i: 17.6211 | updated sml: 0.468204 | v_sig_max: 0.647693
Particle id: 200 | n_neighbor: 28 | dens_i: 27.9716 | updated sml: 0.401365 | v_sig_max: 0.676428
Particle id: 2300 | n_neighbor: 27 | dens_i: 97.3696 | updated sml: 0.264833 | v_sig_max: 0.934162
Particle id: 2750 | n_neighbor: 28 | dens_i: 6.00548 | updated sml: 0.670291 | v_sig_max: 0.446507
Particle id: 1250 | n_neighbor: 27 | dens_i: 50.2502 | updated sml: 0.330167 | v_sig_max: 0.771978
Particle id: 750 | n_neighbor: 26 | dens_i: 26.8165 | updated sml: 0.407049 | v_sig_max: 0.657881
Particle id: 3250 | n_neighbor: 23 | dens_i: 37.1178 | updated sml: 0.365246 | v_sig_max: 0.694385
Particle id: 1750 | n_neighbor: 26 | dens_i: 35.2897 | updated sml: 0.371447 | v_sig_max: 0.717535
Particle id: 2350 | n_neighbor: 26 | dens_i: 31.538 | updated sml: 0.385627 | v_sig_max: 0.701688
Particle id: 800 | n_neighbor: 25 | dens_i: 21.7836 | updated sml: 0.436252 | v_sig_max: 0.643009
Particle id: 3300 | n_neighbor: 31 | dens_i: 18.7025 | updated sml: 0.459 | v_sig_max: 0.590988
Particle id: 850 | n_neighbor: 24 | dens_i: 30.6172 | updated sml: 0.389455 | v_sig_max: 0.677574
Particle id: 250 | n_neighbor: 27 | dens_i: 3.23585 | updated sml: 0.823726 | v_sig_max: 0.341048
Particle id: 2400 | n_neighbor: 25 | dens_i: 21.7836 | updated sml: 0.436252 | v_sig_max: 0.643009
Particle id: 1300 | n_neighbor: 27 | dens_i: 28.8951 | updated sml: 0.397043 | v_sig_max: 0.688178
Particle id: 900 | n_neighbor: 25 | dens_i: 21.7836 | updated sml: 0.436252 | v_sig_max: 0.643009
Particle id: 300 | n_neighbor: 26 | dens_i: 32.716 | updated sml: 0.380942 | v_sig_max: 0.719087
Particle id: 1800 | n_neighbor: 36 | dens_i: 9.89506 | updated sml: 0.567509 | v_sig_max: 0.720907
Particle id: 1350 | n_neighbor: 25 | dens_i: 72.1418 | updated sml: 0.292674 | v_sig_max: 0.875781
Particle id: 2800 | n_neighbor: 26 | dens_i: 59.5895 | updated sml: 0.311929 | v_sig_max: 0.818794
Particle id: 3850 | n_neighbor: 28 | dens_i: 43.7443 | updated sml: 0.345784 | v_sig_max: 0.763288
Particle id: 2450 | n_neighbor: 27 | dens_i: 34.3503 | updated sml: 0.374802 | v_sig_max: 0.703552
Particle id: 350 | n_neighbor: 43 | dens_i: 2.79542 | updated sml: 0.864895 | v_sig_max: 0.517193
Particle id: 3350 | n_neighbor: 27 | dens_i: 24.0909 | updated sml: 0.421853 | v_sig_max: 0.648377
Particle id: 1400 | n_neighbor: 23 | dens_i: 43.4088 | updated sml: 0.346673 | v_sig_max: 0.725118
Particle id: 950 | n_neighbor: 27 | dens_i: 29.8131 | updated sml: 0.392925 | v_sig_max: 0.693502
Particle id: 400 | n_neighbor: 27 | dens_i: 36.7547 | updated sml: 0.366444 | v_sig_max: 0.725984
Particle id: 2850 | n_neighbor: 26 | dens_i: 47.1635 | updated sml: 0.337218 | v_sig_max: 0.796038
Particle id: 3400 | n_neighbor: 25 | dens_i: 29.5856 | updated sml: 0.39393 | v_sig_max: 0.681622
Particle id: 3900 | n_neighbor: 26 | dens_i: 32.716 | updated sml: 0.380942 | v_sig_max: 0.719087
Particle id: 1000 | n_neighbor: 23 | dens_i: 43.4088 | updated sml: 0.346673 | v_sig_max: 0.725118
Particle id: 2500 | n_neighbor: 26 | dens_i: 35.2897 | updated sml: 0.371447 | v_sig_max: 0.717535
Particle id: 450 | n_neighbor: 27 | dens_i: 16.4325 | updated sml: 0.479232 | v_sig_max: 0.556454
Particle id: 2900 | n_neighbor: 26 | dens_i: 59.5895 | updated sml: 0.311929 | v_sig_max: 0.818794
Particle id: 3450 | n_neighbor: 26 | dens_i: 64.252 | updated sml: 0.304194 | v_sig_max: 0.899487
Particle id: 500 | n_neighbor: 28 | dens_i: 6.00548 | updated sml: 0.670291 | v_sig_max: 0.446507
Particle id: 3950 | n_neighbor: 26 | dens_i: 20.087 | updated sml: 0.448203 | v_sig_max: 0.58285
Particle id: 2950 | n_neighbor: 27 | dens_i: 59.3735 | updated sml: 0.312307 | v_sig_max: 0.809589
Particle id: 3500 | n_neighbor: 26 | dens_i: 49.693 | updated sml: 0.331396 | v_sig_max: 0.809389
Particle id: 1850 | n_neighbor: 26 | dens_i: 60.7223 | updated sml: 0.309977 | v_sig_max: 0.920526
Particle id: 4000 | n_neighbor: 27 | dens_i: 28.8951 | updated sml: 0.397043 | v_sig_max: 0.688178
Particle id: 1050 | n_neighbor: 28 | dens_i: 15.2037 | updated sml: 0.491808 | v_sig_max: 0.617464
Particle id: 1450 | n_neighbor: 27 | dens_i: 22.083 | updated sml: 0.43427 | v_sig_max: 0.63851
Particle id: 3550 | n_neighbor: 33 | dens_i: 11.8952 | updated sml: 0.53373 | v_sig_max: 0.516208
Particle id: 1900 | n_neighbor: 25 | dens_i: 66.9237 | updated sml: 0.300091 | v_sig_max: 0.810628
Particle id: 1500 | n_neighbor: 25 | dens_i: 23.7101 | updated sml: 0.4241 | v_sig_max: 0.67309
Particle id: 3600 | n_neighbor: 30 | dens_i: 18.6675 | updated sml: 0.459286 | v_sig_max: 0.60087
Particle id: 2550 | n_neighbor: 26 | dens_i: 75.2039 | updated sml: 0.288646 | v_sig_max: 0.889503
Particle id: 1950 | n_neighbor: 27 | dens_i: 49.5259 | updated sml: 0.331768 | v_sig_max: 0.789901
Particle id: 4050 | n_neighbor: 26 | dens_i: 23.493 | updated sml: 0.425404 | v_sig_max: 0.62552
Particle id: 1550 | n_neighbor: 27 | dens_i: 42.9758 | updated sml: 0.347833 | v_sig_max: 0.750129
Particle id: 3000 | n_neighbor: 28 | dens_i: 32.4457 | updated sml: 0.381997 | v_sig_max: 0.712603
Particle id: 3650 | n_neighbor: 25 | dens_i: 54.2323 | updated sml: 0.321879 | v_sig_max: 0.841699
Particle id: 2600 | n_neighbor: 25 | dens_i: 24.4252 | updated sml: 0.41992 | v_sig_max: 0.728593
Particle id: 2000 | n_neighbor: 25 | dens_i: 66.9237 | updated sml: 0.300091 | v_sig_max: 0.810628
Particle id: 4100 | n_neighbor: 28 | dens_i: 6.00548 | updated sml: 0.670291 | v_sig_max: 0.446507
Particle id: 2050 | n_neighbor: 28 | dens_i: 13.508 | updated sml: 0.511584 | v_sig_max: 0.549777
Particle id: 3050 | n_neighbor: 28 | dens_i: 27.9716 | updated sml: 0.401365 | v_sig_max: 0.676428
