# Time [s]: 10.8012
# Columns: pos_x [m], pos_y [m], pos_z [m], vel_x [m/s], vel_y [m/s], vel_z [m/s], acc_x [m/s^2], acc_y [m/s^2], acc_z [m/s^2], mass [kg], dens [kg/m^3], pres [Pa], ene [J/kg], sml [m], id, neighbor, alpha, gradh, ...additional?
-2.29075 -0.831503 -0.359129 0.157488 -0.0701089 0.11688 0.897256 3.12118 2.3959 0.236742 3.84318 139.448 48.6679 0.777826 0 31 0.268513 -2.14294 
-1.84739 -0.579272 0.084013 0.285302 -0.264808 0.0813117 5.99434 -0.729677 -2.36378 0.236742 11.142 676.51 86.1268 0.545496 1 29 0.130925 -4.18381 
-1.65571 -0.624151 0.288776 0.225635 0.00297619 -0.000769019 0.323983 -1.63834 -2.47475 0.236742 14.5673 1057.14 106.294 0.498868 2 27 0.136288 -5.06527 
-2.16836 -0.78933 0.703527 0.0274404 0.0924227 0.0835151 -2.43681 1.6734 -1.32858 0.236742 4.34175 174.02 53.601 0.746835 3 32 0.227101 -2.26056 
-2.07681 -0.562414 -0.577362 0.174264 -0.139239 0.0794025 5.0585 1.89481 1.94697 0.236742 6.03984 293.103 69.8513 0.669017 4 32 0.171133 -3.41943 
-1.99177 -0.617859 -0.216757 0.203381 0.246078 0.0967951 2.84445 -0.184359 -2.30715 0.236742 7.88336 445.017 83.6457 0.612175 5 33 0.161205 -4.44099 
-2.16341 -0.708201 0.099231 0.169329 -0.148101 -0.172543 7.13539 -1.46085 5.98646 0.236742 5.62912 252.938 63.0912 0.684908 6 31 0.168115 -3.07627 
-1.93623 -0.678759 0.414841 0.288549 -0.201171 0.100011 3.68439 1.26 3.54357 0.236742 8.30965 480.231 86.2625 0.601522 7 30 0.145305 -5.22586 
-1.78969 -0.750202 0.734832 0.153695 -0.0008588 0.0950414 4.07778 -1.06561 1.29112 0.236742 8.74878 524.468 88.6328 0.591285 8 30 0.14787 -5.16829 
-1.88952 -1.07731 0.689277 0.311298 0.149219 0.150052 4.18528 -0.168161 -2.25601 0.236742 6.09124 292.648 68.8936 0.66713 9 31 0.192219 -4.16665 
-1.59628 -0.404451 0.135321 0.257348 0.0414705 0.085558 1.26099 5.66036 -2.52519 0.236742 17.7302 1481 125.855 0.467242 10 29 0.129425 -6.76588 
-2.06898 -0.358787 0.0133387 0.0948098 -0.163842 0.21242 -3.52587 0.109237 4.32202 0.236742 7.864 432.483 80.4594 0.612677 11 30 0.171413 -4.58167 
-1.57293 -0.379305 0.389324 0.260889 0.0836129 0.0470172 1.48471 -4.39818 -0.481512 0.236742 17.7967 1501.14 127.025 0.466658 12 30 0.138562 -7.64978 
